"de_002" "de_003" "de_004" "decd_001" "decd_002" "decd_006"
"auf" 0.687320128660911 0.781066017740796 0.807499535919807 0.917762103238217 0.917578234563449 0.664558412392869
"sagte" 1.08684611477908 0.93413925739854 1.08285378380051 0.47290798332799 0.472813238770686 0.554562537238187
"mich" 0.453699001185035 0.608368003767957 0.516675948270528 1.04600833600513 1.04579877389109 1.02204500664558
"daß" 0.805823599119688 0.698641965617395 0.751809912752924 0.685315806348189 0.685178507032095 0.829552225124891
"was" 0.826138479769765 0.647617552398147 0.79821793205866 0.67329272202629 0.673157831470129 0.811219579265777
"an" 0.69070594210259 0.781066017740796 0.677557081863746 0.697338890670087 0.697199182594062 0.522480406984738
"so" 0.606060606060606 0.525943951644556 0.550708495761401 0.713369669765951 0.713226750010017 0.696640542646317
"hat" 0.707635009310987 0.259047020959259 0.488831136687086 0.549054184033344 0.548944183996474 0.83413538658967
"wie" 0.497714575926866 0.494544312740404 0.498112740548233 0.617184995190766 0.617061345514285 0.618726797745085
"als" 0.494328762485187 0.38072062171285 0.535239155992822 0.629208079512664 0.629082021076251 0.559145698702965
"sich" 0.572202471643812 0.474919538425308 0.473361796918507 0.51298493106765 0.512882157310574 0.600394151885971
"dann" 0.474013881835111 0.42389512520606 0.454798589196213 0.537031099711446 0.536923508434507 0.577478344562079
"noch" 0.419840866768241 0.368945757123793 0.457892457149929 0.565084963129208 0.564971751412429 0.536229891379073
"eine" 0.396140172676486 0.51024413219248 0.417672173751624 0.55306187880731 0.552951075850463 0.43081717768917
"auch" 0.4266124936516 0.549493680822671 0.507394344409381 0.428823340814364 0.428737428376808 0.472065630872176
"habe" 0.0846453360419841 0.345396027945679 0.123754718148629 0.757454312279577 0.757302560403895 0.94871442320913
"kristy" 0.927712883020146 0.808540701781929 0.764185384567787 0 0 0
"von" 0.42322668020992 0.404270350890965 0.445516985335066 0.476915678101956 0.476820130624674 0.490398276731289
"dem" 0.47739969527679 0.329696208493602 0.433141513520203 0.43283103558833 0.432744320230797 0.522480406984738
"ja" 0.470628068393432 0.502394222466442 0.44242311738135 0.368707919204873 0.368634050566975 0.426234016224392
"wenn" 0.457084814626714 0.376795666849831 0.383639626260751 0.428823340814364 0.428737428376808 0.444566662083505
"hatte" 0.369053665143051 0.482769448151346 0.392921230121898 0.404777172170567 0.404696077252875 0.325404463999267
"ihr" 0.433384120534959 0.439594944658136 0.473361796918507 0.276530939403655 0.276475537925231 0.435400339153948
"aus" 0.365667851701371 0.282596750137373 0.39910896602933 0.4127925617185 0.412709860960853 0.329987625464045
"nach" 0.260707635009311 0.345396027945679 0.324856135140152 0.416800256492466 0.416716752814842 0.297905495210596
"einen" 0.257321821567632 0.404270350890965 0.352700946723594 0.376723308752805 0.376647834274953 0.210825427379807
"für" 0.341967157609616 0.431745034932098 0.340325474908731 0.212407823020199 0.21236526826141 0.362069755717494
"wieder" 0.26747926189267 0.219797472329068 0.290823587649279 0.428823340814364 0.428737428376808 0.288739172281039
"meine" 0.31826646351786 0.376795666849831 0.340325474908731 0.312600192369349 0.312537564611131 0.224574911774142
"schon" 0.304723209751143 0.262971975822278 0.290823587649279 0.356684834882975 0.356613375005009 0.320821302534488
"da" 0.413069239884882 0.196247743150954 0.42076604170534 0.256492465533825 0.256441078655287 0.279572849351483
"jetzt" 0.274250888776028 0.243347201507183 0.324856135140152 0.344661750561077 0.344592699443042 0.307071818140153
"bin" 0.230235314034197 0.172698013972839 0.281541983788132 0.372715613978839 0.372640942420964 0.439983500618727
"um" 0.209920433384121 0.29829656958945 0.225852360621249 0.384738698300737 0.384661617982931 0.325404463999267
"mal" 0.32165227695954 0.129523510479629 0.293917455602995 0.340654055787111 0.340585807589053 0.357486594252716
"ganz" 0.325038090401219 0.129523510479629 0.340325474908731 0.304584802821417 0.304523780903153 0.34373710985838
"uns" 0.32165227695954 0.478844493288327 0.35579481467731 0.176338570054505 0.17630324157551 0.210825427379807
"im" 0.331809717284578 0.247272156370202 0.204195284945239 0.304584802821417 0.304523780903153 0.375819240111829
"haben" 0.308109023192822 0.235497291781145 0.331043871047584 0.236453991663995 0.236406619385343 0.192492781520693
"nur" 0.230235314034197 0.215872517466049 0.16706886950065 0.308592497595383 0.308530672757142 0.380402401576608
"mom" 0.0474013881835111 0.262971975822278 0.0742528308891777 0.49294645719782 0.49284769804063 0.284156010816261
"bei" 0.32165227695954 0.286521705000392 0.247509436297259 0.184353959602437 0.184317025283488 0.270406526421926
"sind" 0.287794142542746 0.33754611821964 0.306292927417858 0.188361654376403 0.188323917137476 0.151244328337687
"dad" 0.0541730150668698 0.16877305910982 0.306292927417858 0.352677140109009 0.35260648315102 0.247490719098034
"alles" 0.2133062468258 0.172698013972839 0.16706886950065 0.316607887143315 0.31654445646512 0.293322333745818
"kann" 0.199762993059082 0.176622968835858 0.201101416991523 0.288554023725553 0.288496213487198 0.293322333745818
"sein" 0.192991366175724 0.180547923698877 0.18872594517666 0.272523244629689 0.272468646071243 0.325404463999267
"claudia" 0.199762993059082 0.533793861370594 0.495018872594518 0 0 0
"vor" 0.257321821567632 0.145223329931706 0.198007549037807 0.256492465533825 0.256441078655287 0.169576974196801
"mary" 0.48078550871847 0.416045215480022 0.2753542478807 0 0 0
"am" 0.247164381242594 0.231572336918125 0.235133964482396 0.192369349150369 0.192330808991465 0.142078005408131
"fragte" 0.281022515659387 0.34147107308266 0.194913681084091 0.124238537992946 0.124213647473655 0.164993812732023
"immer" 0.199762993059082 0.160923149383782 0.182538209269228 0.228438602116063 0.228392835677365 0.261240203492369
"doch" 0.199762993059082 0.204097652876992 0.163975001546934 0.204392433472267 0.204351484553432 0.279572849351483
"daisy" 0.541730150668698 0.223722427192087 0.327950003093868 0 0 0
"ihn" 0.172676485525648 0.188397833424916 0.126848586102345 0.232446296890029 0.232399727531354 0.297905495210596
"anne" 0.457084814626714 0.388570531438888 0.262978776065838 0 0 0
"mehr" 0.176062298967327 0.223722427192087 0.123754718148629 0.228438602116063 0.228392835677365 0.252073880562812
"mein" 0.132046724225495 0.0824240521234006 0.269166511973269 0.256492465533825 0.256441078655287 0.151244328337687
"oder" 0.199762993059082 0.188397833424916 0.23204009652868 0.172330875280539 0.172296349721521 0.178743297126358
"sah" 0.142204164550533 0.231572336918125 0.191819813130376 0.208400128246233 0.208358376407421 0.151244328337687
"über" 0.142204164550533 0.200172698013973 0.14541179382464 0.256492465533825 0.256441078655287 0.137494843943352
"dir" 0.162519045200609 0.180547923698877 0.129942454056061 0.228438602116063 0.228392835677365 0.155827489802466
"hätte" 0.0643304553919079 0.133448465342649 0.0680650949817462 0.228438602116063 0.228392835677365 0.43081717768917
"dich" 0.115117657017098 0.192322788287935 0.151599529732071 0.208400128246233 0.208358376407421 0.206242265915028
"einem" 0.128660910783816 0.239422246644164 0.123754718148629 0.196377043924335 0.196337700845454 0.151244328337687
"gar" 0.176062298967327 0.0667242326713243 0.157787265639503 0.180346264828471 0.180310133429499 0.261240203492369
"gut" 0.155747418317251 0.160923149383782 0.163975001546934 0.180346264828471 0.180310133429499 0.169576974196801
"hast" 0.247164381242594 0.0981238715754769 0.201101416991523 0.136261622314845 0.136234323035621 0.160410651267244
"zum" 0.192991366175724 0.145223329931706 0.148505661778355 0.192369349150369 0.192330808991465 0.105412713689903
"mrs" 0.223463687150838 0.184472878561897 0.331043871047584 0.012023084321898 0.0120206755619666 0.155827489802466
"hab" 0.301337396309463 0.00784990972603815 0.358888682631025 0.0601154216094902 0.0601033778098329 0.0687474219716761
"ihm" 0.115117657017098 0.0745741423973624 0.0433141513520203 0.220423212568131 0.220379051969387 0.34373710985838
"muß" 0.145589977992213 0.0981238715754769 0.157787265639503 0.188361654376403 0.188323917137476 0.174160135661579
"sehr" 0.169290672083968 0.235497291781145 0.219664624713817 0.0921769798012183 0.0921585126417438 0.105412713689903
"alle" 0.240392754359235 0.117748645890572 0.207289152898954 0.112215453671048 0.112192971911688 0.105412713689903
"gerade" 0.128660910783816 0.0824240521234006 0.108285378380051 0.216415517794165 0.216372160115398 0.20165910445025
"nichts" 0.138818351108854 0.137373420205668 0.120660850194914 0.192369349150369 0.192330808991465 0.151244328337687
"julia" 0 0 0 0.236453991663995 0.236406619385343 0.5728951830973
"keine" 0.142204164550533 0.141298375068687 0.0835344347503249 0.196377043924335 0.196337700845454 0.178743297126358
"weiß" 0.199762993059082 0.164848104246801 0.151599529732071 0.12023084321898 0.120206755619666 0.146661166872909
"konnte" 0.142204164550533 0.0981238715754769 0.133036322009777 0.200384738698301 0.200344592699443 0.132911682478574
"würde" 0.155747418317251 0.145223329931706 0.185632077222944 0.112215453671048 0.112192971911688 0.183326458591136
"bis" 0.132046724225495 0.137373420205668 0.21038302085267 0.128246232766912 0.128220539327644 0.146661166872909
"s" 0.287794142542746 0.0274746840411335 0.204195284945239 0.112215453671048 0.112192971911688 0.105412713689903
"vielleicht" 0.223463687150838 0.141298375068687 0.123754718148629 0.128246232766912 0.128220539327644 0.142078005408131
"gesagt" 0.152361604875571 0.0627992778083052 0.160881133593218 0.148284706636743 0.148254998597588 0.224574911774142
"heute" 0.132046724225495 0.109898736164534 0.129942454056061 0.172330875280539 0.172296349721521 0.187909620055915
"einfach" 0.0880311494836634 0.051024413219248 0.0711589629354619 0.252484770759859 0.252434186801298 0.206242265915028
"wollte" 0.142204164550533 0.145223329931706 0.133036322009777 0.148284706636743 0.148254998597588 0.164993812732023
"ging" 0.135432537667175 0.121673600753591 0.129942454056061 0.188361654376403 0.188323917137476 0.105412713689903
"hier" 0.111731843575419 0.156998194520763 0.133036322009777 0.156300096184675 0.156268782305566 0.160410651267244
"haus" 0.189605552734044 0.0627992778083052 0.117566982241198 0.164315485732607 0.164282566013543 0.160410651267244
"also" 0.121889283900457 0.129523510479629 0.0680650949817462 0.196377043924335 0.196337700845454 0.146661166872909
"man" 0.128660910783816 0.129523510479629 0.108285378380051 0.172330875280539 0.172296349721521 0.11457903661946
"schule" 0.121889283900457 0.192322788287935 0.102097642472619 0.144277011862777 0.144248106743599 0.123745359549017
"ihre" 0.115117657017098 0.200172698013973 0.173256605408081 0.0921769798012183 0.0921585126417438 0.132911682478574
"waren" 0.138818351108854 0.219797472329068 0.157787265639503 0.0881692850272523 0.0881516207877549 0.109995875154682
"denn" 0.216692060267479 0.137373420205668 0.117566982241198 0.0801538954793203 0.0801378370797772 0.137494843943352
"ob" 0.15913323175893 0.051024413219248 0.105191510426335 0.140269317088811 0.14024121488961 0.197075942985471
"etwas" 0.0541730150668698 0.274746840411335 0.0340325474908731 0.172330875280539 0.172296349721521 0.100829552225125
"wäre" 0.074487895716946 0.0941989167124578 0.0804405667966091 0.176338570054505 0.17630324157551 0.197075942985471
"wirklich" 0.115117657017098 0.0981238715754769 0.111379246333766 0.164315485732607 0.164282566013543 0.11457903661946
"carson" 0 0 0 0.396761782622635 0.396682293544897 0.0137494843943352
"sagen" 0.10496021669206 0.0667242326713243 0.14541179382464 0.136261622314845 0.136234323035621 0.155827489802466
"weil" 0.176062298967327 0.113823691027553 0.142317925870924 0.0641231163834562 0.0641102696638218 0.164993812732023
"warum" 0.0440155747418317 0.133448465342649 0.0525957552131675 0.180346264828471 0.180310133429499 0.169576974196801
"mr" 0.243778567800914 0.0588743229452861 0.0928160386114721 0.0841615902532863 0.0841447289337661 0.142078005408131
"nein" 0.135432537667175 0.200172698013973 0.154693397685787 0.0601154216094902 0.0601033778098329 0.0870800678307897
"hause" 0.111731843575419 0.0981238715754769 0.157787265639503 0.128246232766912 0.128220539327644 0.0733305834364545
"machen" 0.128660910783816 0.121673600753591 0.120660850194914 0.112215453671048 0.112192971911688 0.105412713689903
"einer" 0.0778737091586254 0.121673600753591 0.105191510426335 0.152292401410709 0.152261890451577 0.0962463907603465
"rief" 0.189605552734044 0.0824240521234006 0.216570756760101 0.0521000320615582 0.0520895941018552 0.0549979375773409
"viel" 0.111731843575419 0.0627992778083052 0.0897221706577563 0.168323180506573 0.168289457867532 0.105412713689903
"zur" 0.0677162688335873 0.0902739618494387 0.108285378380051 0.140269317088811 0.14024121488961 0.169576974196801
"zeit" 0.0948027763670222 0.0784990972603815 0.108285378380051 0.132253927540878 0.132227431181632 0.155827489802466
"kam" 0.0812595226003047 0.0745741423973624 0.111379246333766 0.172330875280539 0.172296349721521 0.0779137449012329
"mußte" 0.0778737091586254 0.113823691027553 0.0618773590743147 0.160307790958641 0.160275674159554 0.128328521013795
"dana" 0 0 0.532145288039107 0 0 0
"anderen" 0.138818351108854 0.137373420205668 0.133036322009777 0.0881692850272523 0.0881516207877549 0.0366652917182272
"ins" 0.10834603013374 0.0941989167124578 0.129942454056061 0.104200064123116 0.10417918820371 0.0962463907603465
"paar" 0.0948027763670222 0.0313996389041526 0.129942454056061 0.136261622314845 0.136234323035621 0.0870800678307897
"okay" 0.182833925850686 0.121673600753591 0.154693397685787 0.0440846425136262 0.0440758103938775 0.022915807323892
"können" 0.0948027763670222 0.137373420205668 0.102097642472619 0.0961846745751844 0.0961654044957327 0.0733305834364545
"meinen" 0.0609446419502285 0.102048826438496 0.129942454056061 0.112215453671048 0.112192971911688 0.0824969063660113
"eltern" 0.0677162688335873 0.270821885548316 0.117566982241198 0.0561077268355242 0.0560964859558441 0.0137494843943352
"dachte" 0.0880311494836634 0.0863490069864197 0.114473114287482 0.108207758897082 0.108186080057699 0.0824969063660113
"wo" 0.152361604875571 0.0627992778083052 0.0556896231668832 0.108207758897082 0.108186080057699 0.105412713689903
"gehen" 0.135432537667175 0.109898736164534 0.0649712270280304 0.0841615902532863 0.0841447289337661 0.0962463907603465
"jamie" 0.172676485525648 0.34147107308266 0.0433141513520203 0 0 0
"wird" 0.0981885898087015 0.117748645890572 0.0928160386114721 0.0761462007053543 0.0761309452257884 0.11457903661946
"machte" 0.111731843575419 0.0588743229452861 0.111379246333766 0.0921769798012183 0.0921585126417438 0.0916632292955681
"zimmer" 0.0541730150668698 0.051024413219248 0.179444341315513 0.0841615902532863 0.0841447289337661 0.0962463907603465
"mutter" 0.0541730150668698 0.102048826438496 0.139224057917208 0.0761462007053543 0.0761309452257884 0.109995875154682
"hallo" 0.135432537667175 0.149148284794725 0.179444341315513 0.0200384738698301 0.0200344592699443 0.00916632292955681
"damit" 0.10496021669206 0.0824240521234006 0.0897221706577563 0.0841615902532863 0.0841447289337661 0.105412713689903
"sollte" 0.074487895716946 0.0941989167124578 0.0990037745189035 0.0721385059313883 0.0721240533717995 0.137494843943352
"bist" 0.0812595226003047 0.0667242326713243 0.0990037745189035 0.0961846745751844 0.0961654044957327 0.0916632292955681
"sunny" 0 0 0 0.188361654376403 0.188323917137476 0.215408588844585
"ducky" 0 0 0 0.144277011862777 0.144248106743599 0.311654979604931
"soll" 0.0981885898087015 0.0627992778083052 0.0525957552131675 0.0921769798012183 0.0921585126417438 0.142078005408131
"stand" 0.0711020822752666 0.0470994583562289 0.0928160386114721 0.124238537992946 0.124213647473655 0.0641642605068977
"zwei" 0.101574403250381 0.141298375068687 0.0928160386114721 0.0561077268355242 0.0560964859558441 0.0687474219716761
"geht" 0.0711020822752666 0.0863490069864197 0.0525957552131675 0.112215453671048 0.112192971911688 0.100829552225125
"sehen" 0.0677162688335873 0.0941989167124578 0.0928160386114721 0.0881692850272523 0.0881516207877549 0.0916632292955681
"tür" 0.15913323175893 0.0745741423973624 0.120660850194914 0.0440846425136262 0.0440758103938775 0.0504147761125624
"überhaupt" 0.074487895716946 0.0274746840411335 0.0495018872594518 0.116223148445014 0.116199863765677 0.160410651267244
"babysitter" 0.10834603013374 0.243347201507183 0.129942454056061 0 0 0
"kinder" 0.0914169629253428 0.196247743150954 0.170162737454365 0 0 0.0137494843943352
"vater" 0.0440155747418317 0.0431745034932098 0.213476888806386 0.0561077268355242 0.0560964859558441 0.0412484531830056
"weg" 0.0609446419502285 0.0667242326713243 0.0680650949817462 0.0961846745751844 0.0961654044957327 0.11457903661946
"deine" 0.0643304553919079 0.0902739618494387 0.0804405667966091 0.0881692850272523 0.0881516207877549 0.0733305834364545
"gemacht" 0.128660910783816 0.0392495486301908 0.0835344347503249 0.0601154216094902 0.0601033778098329 0.105412713689903
"nahm" 0.0778737091586254 0.117748645890572 0.0928160386114721 0.0641231163834562 0.0641102696638218 0.0504147761125624
"tun" 0.0643304553919079 0.0706491875343433 0.0711589629354619 0.0801538954793203 0.0801378370797772 0.119162198084239
"wurde" 0.0711020822752666 0.0824240521234006 0.0835344347503249 0.0921769798012183 0.0921585126417438 0.045831614647784
"ganze" 0.074487895716946 0.0470994583562289 0.0402202833983046 0.10019236934915 0.100172296349722 0.123745359549017
"meinem" 0.0914169629253428 0.0117748645890572 0.0990037745189035 0.0961846745751844 0.0961654044957327 0.0641642605068977
"baby" 0.0440155747418317 0.294371614726431 0.0618773590743147 0.00400769477396601 0.00400689185398886 0.0595810990421193
"charlotte" 0.15913323175893 0.286521705000392 0.00928160386114721 0 0 0
"eigentlich" 0.0575588285085492 0.0706491875343433 0.0804405667966091 0.0761462007053543 0.0761309452257884 0.109995875154682
"natürlich" 0.0575588285085492 0.141298375068687 0.0742528308891777 0.0521000320615582 0.0520895941018552 0.0916632292955681
"richtig" 0.0812595226003047 0.0667242326713243 0.046408019305736 0.0881692850272523 0.0881516207877549 0.105412713689903
"augen" 0.074487895716946 0.0470994583562289 0.0649712270280304 0.0921769798012183 0.0921585126417438 0.0916632292955681
"jemand" 0.0778737091586254 0.051024413219248 0.0711589629354619 0.0921769798012183 0.0921585126417438 0.0733305834364545
"carol" 0 0 0 0.0160307790958641 0.0160275674159554 0.513314084055181
"hatten" 0.0778737091586254 0.153073239657744 0.0959099065651878 0.0480923372875922 0.0480827022478663 0.0137494843943352
"bißchen" 0.0948027763670222 0.0667242326713243 0.0990037745189035 0.0521000320615582 0.0520895941018552 0.0733305834364545
"genau" 0.0541730150668698 0.0902739618494387 0.0649712270280304 0.0961846745751844 0.0961654044957327 0.0504147761125624
"los" 0.0440155747418317 0.0981238715754769 0.0371264154445888 0.10019236934915 0.100172296349722 0.0870800678307897
"ach" 0.118503470458778 0.0156998194520763 0.0866283027040406 0.0761462007053543 0.0761309452257884 0.0595810990421193
"mimi" 0.169290672083968 0.0706491875343433 0.154693397685787 0 0 0
"gleich" 0.0711020822752666 0.0196247743150954 0.123754718148629 0.0681308111574223 0.0681171615178106 0.0779137449012329
"werden" 0.0474013881835111 0.137373420205668 0.0711589629354619 0.0561077268355242 0.0560964859558441 0.0779137449012329
"wissen" 0.0812595226003047 0.0941989167124578 0.0711589629354619 0.0681308111574223 0.0681171615178106 0.0549979375773409
"zusammen" 0.0609446419502285 0.0549493680822671 0.0835344347503249 0.0881692850272523 0.0881516207877549 0.0641642605068977
"essen" 0.0474013881835111 0.0824240521234006 0.0990037745189035 0.0601154216094902 0.0601033778098329 0.0870800678307897
"erst" 0.0304723209751143 0.0431745034932098 0.0556896231668832 0.108207758897082 0.108186080057699 0.105412713689903
"newton" 0.128660910783816 0.164848104246801 0.108285378380051 0 0 0
"einmal" 0.0507872016251905 0.0784990972603815 0.0618773590743147 0.10019236934915 0.100172296349722 0.0412484531830056
"jenny" 0 0 0.352700946723594 0 0 0
"na" 0.121889283900457 0.0549493680822671 0.0680650949817462 0.0521000320615582 0.0560964859558441 0.0687474219716761
"kopf" 0.0778737091586254 0.0549493680822671 0.0742528308891777 0.0721385059313883 0.0721240533717995 0.0733305834364545
"morgen" 0.0812595226003047 0.0470994583562289 0.0680650949817462 0.0801538954793203 0.0801378370797772 0.0687474219716761
"seine" 0.0711020822752666 0.051024413219248 0.0371264154445888 0.0841615902532863 0.0841447289337661 0.11457903661946
"glaube" 0.0812595226003047 0.0902739618494387 0.0773466988428934 0.0480923372875922 0.0480827022478663 0.0733305834364545
"könnte" 0.0914169629253428 0.0392495486301908 0.0773466988428934 0.0681308111574223 0.0681171615178106 0.0687474219716761
"ab" 0.0778737091586254 0.0627992778083052 0.0649712270280304 0.0761462007053543 0.0761309452257884 0.045831614647784
"nie" 0.0948027763670222 0.0274746840411335 0.0680650949817462 0.0761462007053543 0.0761309452257884 0.0595810990421193
"tag" 0.0812595226003047 0.0667242326713243 0.105191510426335 0.0320615581917281 0.0320551348319109 0.0779137449012329
"telefon" 0.125275097342136 0.0745741423973624 0.0928160386114721 0.0200384738698301 0.0200344592699443 0.0504147761125624
"abend" 0.138818351108854 0.0549493680822671 0.0433141513520203 0.0440846425136262 0.0440758103938775 0.0687474219716761
"leben" 0.0203148806500762 0.0156998194520763 0.0185632077222944 0.132253927540878 0.132227431181632 0.109995875154682
"durch" 0.0914169629253428 0.051024413219248 0.0340325474908731 0.0761462007053543 0.0761309452257884 0.0733305834364545
"kein" 0.0507872016251905 0.0706491875343433 0.0618773590743147 0.0841615902532863 0.0841447289337661 0.045831614647784
"fast" 0.0778737091586254 0.0353245937671717 0.0618773590743147 0.0841615902532863 0.0841447289337661 0.045831614647784
"dr" 0.00677162688335873 0.262971975822278 0.00309386795371574 0.0521000320615582 0.0520895941018552 0.0320821302534488
"kommt" 0.0846453360419841 0.0627992778083052 0.046408019305736 0.0561077268355242 0.0560964859558441 0.0870800678307897
"zurück" 0.074487895716946 0.0667242326713243 0.0804405667966091 0.0440846425136262 0.0440758103938775 0.0687474219716761
"guckte" 0.0981885898087015 0.0274746840411335 0.18872594517666 0.00400769477396601 0.00400689185398886 0.00916632292955681
"hörte" 0.0778737091586254 0.0235497291781145 0.0711589629354619 0.0761462007053543 0.0761309452257884 0.0504147761125624
"möchte" 0.0440155747418317 0.0863490069864197 0.0897221706577563 0.0360692529656941 0.0360620266858998 0.0870800678307897
"diese" 0.037243947858473 0.0784990972603815 0.0278448115834416 0.0881692850272523 0.0881516207877549 0.0733305834364545
"hinter" 0.0948027763670222 0.0588743229452861 0.0680650949817462 0.0561077268355242 0.0560964859558441 0.0320821302534488
"will" 0.0711020822752666 0.0353245937671717 0.0804405667966091 0.0561077268355242 0.0560964859558441 0.0733305834364545
"ihnen" 0.0507872016251905 0.0941989167124578 0.0309386795371574 0.0681308111574223 0.0681171615178106 0.0733305834364545
"wohl" 0.0135432537667175 0.0824240521234006 0.0278448115834416 0.0841615902532863 0.0841447289337661 0.105412713689903
"bitte" 0.037243947858473 0.0627992778083052 0.0649712270280304 0.0761462007053543 0.0761309452257884 0.0549979375773409
"nun" 0.0575588285085492 0.113823691027553 0.0216570756760101 0.0561077268355242 0.0560964859558441 0.0779137449012329
"club" 0.0304723209751143 0.239422246644164 0.0835344347503249 0 0 0
"dabei" 0.0440155747418317 0.0549493680822671 0.0402202833983046 0.0841615902532863 0.0841447289337661 0.0687474219716761
"küche" 0.0948027763670222 0.0392495486301908 0.111379246333766 0.0200384738698301 0.0200344592699443 0.0595810990421193
"plötzlich" 0.0609446419502285 0.0824240521234006 0.0247509436297259 0.0801538954793203 0.0801378370797772 0.0412484531830056
"weiter" 0.0507872016251905 0.0784990972603815 0.0773466988428934 0.0601154216094902 0.0601033778098329 0.0274989687886704
"ihren" 0.0541730150668698 0.0745741423973624 0.0928160386114721 0.0440846425136262 0.0440758103938775 0.0320821302534488
"wußte" 0.0981885898087015 0.0667242326713243 0.0649712270280304 0.0360692529656941 0.0360620266858998 0.0412484531830056
"gesicht" 0.037243947858473 0.0235497291781145 0.0495018872594518 0.0881692850272523 0.0881516207877549 0.0733305834364545
"sogar" 0.0304723209751143 0.0627992778083052 0.0185632077222944 0.0801538954793203 0.0801378370797772 0.0962463907603465
"bett" 0.0609446419502285 0.0392495486301908 0.0556896231668832 0.0521000320615582 0.0520895941018552 0.0870800678307897
"allein" 0.037243947858473 0.0431745034932098 0.0402202833983046 0.0721385059313883 0.0721240533717995 0.0870800678307897
"besser" 0.0406297613001524 0.0431745034932098 0.0247509436297259 0.0921769798012183 0.0921585126417438 0.0595810990421193
"gern" 0.0677162688335873 0.0431745034932098 0.0928160386114721 0.0360692529656941 0.0360620266858998 0.045831614647784
"macht" 0.0507872016251905 0.0392495486301908 0.0216570756760101 0.0841615902532863 0.0841447289337661 0.0687474219716761
"müssen" 0.0304723209751143 0.117748645890572 0.0773466988428934 0.0280538634177621 0.028048242977922 0.0504147761125624
"sicher" 0.0711020822752666 0.0706491875343433 0.0680650949817462 0.0400769477396601 0.0400689185398886 0.0366652917182272
"ziemlich" 0.0338581344167936 0.0470994583562289 0.0309386795371574 0.0961846745751844 0.0961654044957327 0.0412484531830056
"ihrem" 0.0541730150668698 0.0470994583562289 0.0804405667966091 0.0400769477396601 0.0400689185398886 0.0641642605068977
"tut" 0.0812595226003047 0.0392495486301908 0.0866283027040406 0.0320615581917281 0.0320551348319109 0.045831614647784
"des" 0.0677162688335873 0.0941989167124578 0.0742528308891777 0.0160307790958641 0.0160275674159554 0.0504147761125624
"euch" 0.0677162688335873 0.12559855561661 0.0742528308891777 0.0160307790958641 0.0160275674159554 0.0137494843943352
"moment" 0.0203148806500762 0.0784990972603815 0.0185632077222944 0.0761462007053543 0.0761309452257884 0.0779137449012329
"passiert" 0.0609446419502285 0.0313996389041526 0.0340325474908731 0.0681308111574223 0.0681171615178106 0.0733305834364545
"werde" 0.0270865075334349 0.0470994583562289 0.0340325474908731 0.0641231163834562 0.0641102696638218 0.109995875154682
"lange" 0.0474013881835111 0.0667242326713243 0.0897221706577563 0.0320615581917281 0.0320551348319109 0.045831614647784
"schnell" 0.0677162688335873 0.0353245937671717 0.0773466988428934 0.0480923372875922 0.0480827022478663 0.0366652917182272
"wer" 0.0812595226003047 0.0549493680822671 0.0742528308891777 0.0280538634177621 0.028048242977922 0.045831614647784
